Zeit	Kanal A	Kanal B
(ms)	(V)	(V)

16.62975885	0.24480190	-7.44648100
16.63180685	0.24480190	-7.44648100
16.63385485	0.24480190	-7.44648100
16.63590285	0.24480190	-7.44648100
16.63795085	0.24480190	-7.44648100
16.63999885	0.24480190	-7.44648100
16.64204685	0.24480190	-7.44648100
16.64409485	0.24480190	-7.44648100
16.64614285	0.24480190	-7.44648100
16.64819085	0.24480190	-7.44648100
16.65023885	0.24480190	-7.44648100
16.65228685	0.24480190	-7.44648100
16.65433485	0.24480190	-7.44648100
16.65638285	0.24480190	-7.44648100
16.65843085	0.24480190	-7.44648100
16.66047885	0.24480190	-7.44648100
16.66252685	0.24480190	-7.44648100
